customer_id,country,province,city,gender,marital_status,occupation_code,income,birth_date,onboard_date
SYNID0100009174,CA,NS,HALIFAX,MALE,Unknown,OTHER,,1970-12-11,2022-06-28
SYNID0100009213,CA,,other,FEMALE,Unknown,RETIRED,20261.0,,
SYNID0100009417,CA,,other,MALE,,73300,,,
SYNID0100009470,CA,BC,VANCOUVER,MALE,Unknown,STUDENT,15.0,2010-04-26,2018-01-01
SYNID0100009541,CA,,other,FEMALE,Married,SELF_EMPLOYED,23612.0,,2014-07-23
SYNID0100009578,CA,BC,SURREY,MALE,Unknown,41101,,1963-09-27,2023-01-31
SYNID0100009762,CA,ON,MARKHAM,MALE,Married,RETIRED,60649.0,1954-04-02,2004-06-29
SYNID0100009956,CA,BC,VANCOUVER,MALE,Unknown,RETIRED,16.0,1939-01-27,
SYNID0100010089,CA,ON,OSHAWA,FEMALE,Single,STUDENT,42832.0,1999-10-26,2019-05-13
SYNID0100010329,CA,ON,AURORA,FEMALE,Divorced,10019,29714.0,1979-10-02,2012-08-20
SYNID0100010571,CA,,other,MALE,Married,10019,39206.0,1973-04-10,2006-11-13
SYNID0100010698,CA,ON,BRAMPTON,FEMALE,Single,RETIRED,82420.0,1962-07-29,1997-07-08
SYNID0100011209,CA,,other,,Single,SELF_EMPLOYED,25398.0,2002-04-19,2011-10-31
SYNID0100011315,CA,,other,MALE,Single,STUDENT,,2006-10-05,2021-08-12
SYNID0100011481,CA,AB,EDMONTON,MALE,Single,OTHER,28215.0,1983-09-20,2005-10-09
SYNID0100011849,CA,BC,SURREY,MALE,Single,OTHER,95143.0,1990-07-21,2010-08-15
SYNID0100012045,CA,AB,EDMONTON,MALE,Married,65100,13519.0,1963-11-17,2000-12-26
SYNID0100012111,CA,NB,FREDERICTON,MALE,Unknown,11100,,1990-04-18,2024-07-22
SYNID0100012205,CA,BC,VANCOUVER,MALE,Single,95109,154305.0,1980-08-09,
SYNID0100012410,CA,BC,VANCOUVER,,Divorced,OTHER,17322.0,1968-05-24,2000-08-24
SYNID0100012464,CA,,other,FEMALE,Single,SELF_EMPLOYED,30647.0,1995-04-15,2007-05-03
SYNID0100012512,CA,,other,MALE,Married,RETIRED,28260.0,1949-11-23,1997-09-18
SYNID0100012539,CA,BC,VANCOUVER,MALE,Married,20012,64361.0,1957-06-25,1999-09-02
SYNID0100013163,CA,AB,CALGARY,MALE,,10019,,1998-10-20,2022-09-30
SYNID0100013722,CA,,other,FEMALE,Widowed,OTHER,46750.0,1961-06-16,1997-06-19
SYNID0100013886,CA,ON,BRAMPTON,FEMALE,,STUDENT,,2005-07-23,2024-07-02
SYNID0100014085,CA,,other,MALE,Divorced,62024,81156.0,1972-12-08,2004-04-22
SYNID0100014233,CA,MB,WINNIPEG,FEMALE,,OTHER,39827.0,1976-01-07,2005-01-21
SYNID0100014489,CA,ON,BRADFORD,FEMALE,Single,STUDENT,,2003-05-17,2018-07-29
SYNID0100014795,CA,BC,DELTA,,Unknown,OTHER,,2000-04-28,2022-05-31
SYNID0100014851,CA,,other,MALE,Single,65100,,,2000-05-29
SYNID0100015045,CA,ON,BRAMPTON,,Married,6,29830.0,1950-05-28,1993-12-28
SYNID0100015109,CA,,other,,Married,65100,11544.0,1972-03-28,1997-04-10
SYNID0100015225,CA,ON,KINGSTON,MALE,Married,UNEMPLOYED,88024.0,1980-04-11,2006-02-13
SYNID0100015975,CA,ON,THOROLD,FEMALE,Married,SELF_EMPLOYED,,1977-05-08,2018-12-21
SYNID0100016064,CA,ON,STONEY CREEK,MALE,Unknown,STUDENT,,2010-07-30,2021-02-02
SYNID0100016314,CA,,other,FEMALE,Unknown,RETIRED,,1936-08-15,2014-12-27
SYNID0100016895,CA,,other,MALE,Married,RETIRED,100102.0,1961-05-18,2000-12-07
SYNID0100017219,CA,ON,OSHAWA,FEMALE,Married,RETIRED,14.0,1958-01-24,1999-07-10
SYNID0100017804,CA,QC,GATINEAU,MALE,Unknown,UNEMPLOYED,,1993-08-03,2024-11-19
SYNID0100018428,CA,,other,FEMALE,Married,RETIRED,5866.0,1956-01-16,1997-12-26
SYNID0100018441,CA,,other,FEMALE,Married,RETIRED,17090.0,1943-11-17,1997-12-13
SYNID0100018558,CA,,other,MALE,Married,65100,,1988-09-12,2023-04-15
SYNID0100018651,CA,ON,WHITBY,MALE,Unknown,RETIRED,75126.0,1955-10-26,2019-04-16
SYNID0100018816,CA,ON,VAUGHAN,MALE,Single,10019,31139.0,1981-04-06,2018-10-11
SYNID0100018982,CA,ON,BARRIE,FEMALE,Single,OTHER,79457.0,1971-12-24,1995-04-29
SYNID0100019186,CA,ON,STONEY CREEK,,Unknown,STUDENT,11.0,2011-08-31,2023-01-31
SYNID0100019260,CA,,other,FEMALE,Single,UNEMPLOYED,39155.0,1997-08-25,2000-10-11
SYNID0100019419,CA,,other,,Married,UNEMPLOYED,51718.0,1962-04-22,1997-05-30
SYNID0100019645,CA,NS,DARTMOUTH,FEMALE,Married,RETIRED,47320.0,1955-01-05,1995-06-30
SYNID0100019726,CA,,other,FEMALE,Married,RETIRED,,1953-04-19,
SYNID0100019883,CA,,other,MALE,,33102,110077.0,1966-04-18,2002-08-15
SYNID0100020142,CA,,other,MALE,Married,SELF_EMPLOYED,28027.0,1961-01-30,1997-12-22
SYNID0100020166,CA,,other,MALE,Married,RETIRED,40241.0,1957-11-30,2014-09-14
SYNID0100020197,CA,ON,CORNWALL,FEMALE,Single,STUDENT,12742.0,2004-10-20,2020-01-03
SYNID0100020265,CA,ON,BRAMPTON,FEMALE,Married,RETIRED,,1955-09-08,2021-08-24
SYNID0100020731,CA,,other,FEMALE,Married,OTHER,,1967-12-02,1997-08-08
SYNID0100020773,CA,QC,GATINEAU,FEMALE,Married,RETIRED,25652.0,1943-05-05,1998-09-09
SYNID0100021218,CA,ON,SCARBOROUGH,FEMALE,Widowed,RETIRED,18158.0,1934-12-18,2002-07-30
SYNID0100021236,CA,ON,MISSISSAUGA,MALE,Married,OTHER,42336.0,1946-07-14,1992-06-03
SYNID0100021299,CA,,other,MALE,Unknown,60010,44717.0,1964-05-15,1997-09-28
SYNID0100021463,CA,QC,MONTREAL,MALE,Single,OTHER,48301.0,1979-03-04,2011-06-18
SYNID0100022238,CA,AB,MEDICINE HAT,FEMALE,,STUDENT,9.0,2004-08-05,2010-09-16
SYNID0100022248,CA,AB,CALGARY,MALE,Married,10010,79589.0,1965-05-01,2013-02-04
SYNID0100022308,CA,MB,WINNIPEG,FEMALE,Single,STUDENT,,2005-10-26,2022-05-19
SYNID0100022897,CA,,other,FEMALE,Married,RETIRED,56007.0,1958-09-11,1997-12-10
SYNID0100023259,CA,MB,BRANDON,FEMALE,Married,OTHER,25589.0,1993-10-27,
SYNID0100023475,CA,NS,HALIFAX,FEMALE,Married,UNEMPLOYED,,1959-04-25,2016-05-09
SYNID0100023734,CA,ON,WATERLOO,FEMALE,Married,RETIRED,14.0,,2003-05-17
SYNID0100023889,CA,ON,NIAGARA FALLS,FEMALE,Single,OTHER,30379.0,1999-11-15,2019-04-19
SYNID0100024328,CA,ON,WELLAND,FEMALE,Married,OTHER,,1963-06-06,1993-04-29
SYNID0100024437,CA,BC,DELTA,MALE,Single,64409,15205.0,1998-12-12,2020-03-09
SYNID0100024598,CA,AB,EDMONTON,FEMALE,Married,UNEMPLOYED,,1958-05-29,2003-01-30
SYNID0100024772,CA,,other,MALE,Single,SELF_EMPLOYED,,1995-02-24,2009-05-28
SYNID0100024936,CA,MB,WINNIPEG,MALE,,OTHER,,1987-04-16,2012-06-16
SYNID0100025173,CA,AB,CALGARY,,Married,RETIRED,1714.0,1930-04-27,1997-04-18
SYNID0100025567,CA,ON,BRAMPTON,MALE,Single,73300,54584.0,1995-12-08,
SYNID0100025619,CA,ON,TORONTO,FEMALE,Single,OTHER,21410.0,1988-12-14,2008-11-10
SYNID0100025622,CA,ON,BRAMPTON,MALE,Single,STUDENT,,2011-10-01,
SYNID0100025820,CA,,other,MALE,Married,UNEMPLOYED,81964.0,1965-09-12,1994-12-21
SYNID0100026243,CA,ON,BRAMPTON,MALE,Single,33102,33936.0,2002-06-02,2022-04-18
SYNID0100026488,CA,ON,AJAX,FEMALE,Single,10019,9.0,2000-05-22,2001-04-24
SYNID0100026603,CA,ON,SCARBOROUGH,MALE,Single,UNEMPLOYED,,1999-08-19,2023-09-19
SYNID0100026730,CA,,other,FEMALE,Married,SELF_EMPLOYED,93819.0,1960-09-26,2000-12-08
SYNID0100027385,CA,,other,FEMALE,Married,65100,37908.0,1964-09-04,
SYNID0100028117,CA,AB,CALGARY,MALE,Single,STUDENT,,2005-03-30,2019-10-23
SYNID0100028203,CA,,other,FEMALE,Married,OTHER,63218.0,1997-10-28,2014-04-28
SYNID0100028625,CA,,other,MALE,Single,RETIRED,38087.0,1958-03-13,2013-07-24
SYNID0100028682,CA,ON,BURLINGTON,MALE,Single,10019,42253.0,1975-02-21,2012-07-09
SYNID0100028742,CA,,other,FEMALE,Single,OTHER,,1982-10-02,2014-05-04
SYNID0100028784,CA,,other,FEMALE,Married,OTHER,45348.0,1973-05-08,1991-04-04
SYNID0100028955,CA,,other,,Married,OTHER,103544.0,1970-06-16,2006-10-02
SYNID0100029550,CA,ON,THORNHILL,MALE,Single,63210,,2003-03-01,2023-04-26
SYNID0100029659,CA,ON,MISSISSAUGA,FEMALE,Married,SELF_EMPLOYED,76528.0,1965-08-08,2004-02-20
SYNID0100029977,CA,AB,EDMONTON,FEMALE,Married,12010,105636.0,1980-11-02,2010-08-21
SYNID0100030114,CA,,other,FEMALE,Single,OTHER,,1964-02-10,2019-07-03
SYNID0100030522,CA,,other,MALE,Married,RETIRED,,1953-05-06,1992-08-04
SYNID0100030710,CA,ON,BRAMPTON,MALE,,OTHER,,1994-03-13,2011-04-11
SYNID0100030983,CA,,other,MALE,Married,UNEMPLOYED,24147.0,,
SYNID0100030996,CA,ON,PETERBOROUGH,MALE,,UNEMPLOYED,,2000-05-08,2023-06-13
SYNID0100031148,CA,ON,MILTON,,Married,72106,132830.0,1970-10-22,2019-03-19
SYNID0100031276,CA,AB,EDMONTON,FEMALE,Married,SELF_EMPLOYED,34680.0,1967-12-08,2001-01-21
SYNID0100031448,CA,AB,CALGARY,,Single,OTHER,43738.0,1985-08-29,
SYNID0100031720,CA,ON,COLLINGWOOD,FEMALE,Divorced,RETIRED,53030.0,1955-01-12,2001-03-17
SYNID0100031724,CA,,other,FEMALE,Single,STUDENT,16.0,1998-12-05,2020-01-10
SYNID0100031730,CA,,other,MALE,Single,OTHER,34202.0,1998-09-01,2018-10-30
SYNID0100031829,CA,MB,WINNIPEG,FEMALE,Married,RETIRED,12631.0,1955-01-31,1989-10-02
SYNID0100032192,CA,AB,EDMONTON,FEMALE,,RETIRED,,1959-05-24,1995-09-29
SYNID0100032279,CA,AB,SPRUCE GROVE,FEMALE,Single,10019,24143.0,1978-10-07,
SYNID0100032627,CA,,other,FEMALE,Married,RETIRED,24839.0,1958-11-20,1993-08-07
SYNID0100033027,CA,BC,BURNABY,,Divorced,SELF_EMPLOYED,,1950-07-30,
SYNID0100033322,CA,,other,,Single,RETIRED,20677.0,1956-01-29,2000-02-26
SYNID0100033763,CA,ON,HAMILTON,MALE,Single,STUDENT,,,2017-01-08
SYNID0100033846,CA,,other,FEMALE,Single,UNEMPLOYED,,1976-04-07,2001-06-28
SYNID0100033968,CA,,other,FEMALE,Married,RETIRED,59280.0,1960-08-17,1993-08-08
SYNID0100035506,CA,MB,WINNIPEG,FEMALE,Single,12010,67560.0,1993-03-12,2016-02-07
SYNID0100035641,CA,,other,FEMALE,Married,OTHER,75666.0,1964-08-31,1992-01-28
SYNID0100035690,CA,BC,SURREY,MALE,Married,RETIRED,16317.0,1932-02-04,1987-10-13
SYNID0100035703,CA,NB,MONCTON,MALE,Unknown,12010,11.0,1996-09-08,2019-05-25
SYNID0100036197,CA,,other,FEMALE,Married,OTHER,54025.0,1961-01-29,1995-07-20
SYNID0100036671,CA,AB,EDMONTON,,,RETIRED,35032.0,1953-08-18,2000-07-28
SYNID0100036688,CA,ON,LINDSAY,FEMALE,Single,STUDENT,13.0,2002-11-09,2016-05-14
SYNID0100036773,CA,,other,FEMALE,Single,RETIRED,10.0,1960-09-16,2023-06-11
SYNID0100036786,CA,AB,FORT MCMURRAY,FEMALE,Married,SELF_EMPLOYED,,1997-03-28,2019-05-04
SYNID0100036935,CA,ON,AJAX,FEMALE,Unknown,44100,21777.0,1997-04-24,2021-02-10
SYNID0100037007,CA,ON,TORONTO,FEMALE,Single,313,87614.0,1981-04-09,2019-04-02
SYNID0100037208,CA,ON,RICHMOND HILL,FEMALE,Single,70010,,2001-11-05,2023-11-17
SYNID0100037226,CA,AB,FORT MCMURRAY,MALE,Married,RETIRED,18599.0,1940-03-08,1995-10-14
SYNID0100037366,CA,,other,FEMALE,Single,21301,10.0,,2003-10-08
SYNID0100037477,CA,ON,THUNDER BAY,FEMALE,Single,63101,,2001-04-22,2019-07-11
SYNID0100037509,CA,MB,WINNIPEG,FEMALE,Married,60010,109928.0,1982-10-05,
SYNID0100037607,CA,ON,BRAMPTON,,,70010,68302.0,1970-03-08,
SYNID0100037666,CA,BC,SURREY,FEMALE,Single,STUDENT,11.0,2008-06-30,2013-05-28
SYNID0100037728,CA,,other,MALE,Married,RETIRED,,1959-06-03,1994-04-11
SYNID0100037869,CA,ON,ETOBICOKE,FEMALE,Married,UNEMPLOYED,78543.0,1977-08-05,2002-10-16
SYNID0100037890,CA,,other,MALE,Married,OTHER,39331.0,1986-12-15,2008-01-12
SYNID0100038038,CA,BC,SURREY,FEMALE,Unknown,14100,,1996-11-01,2018-08-24
SYNID0100038086,CA,,other,FEMALE,Single,10019,35285.0,1963-12-21,2012-04-05
SYNID0100038539,CA,ON,TORONTO,MALE,Single,STUDENT,16.0,2001-09-26,2020-09-04
SYNID0100038708,CA,ON,BRAMPTON,FEMALE,Unknown,STUDENT,,,2024-08-20
SYNID0100038801,CA,ON,TORONTO,MALE,Single,13111,26770.0,1978-09-14,2018-06-25
SYNID0100038880,CA,ON,CAMBRIDGE,FEMALE,Single,41101,54497.0,1997-07-26,2014-11-30
SYNID0100038978,CA,ON,TORONTO,MALE,,STUDENT,,2006-01-04,2024-02-19
SYNID0100039084,CA,ON,SCARBOROUGH,MALE,Married,SELF_EMPLOYED,33314.0,1978-02-07,2020-09-23
SYNID0100039312,CA,,other,MALE,Unknown,STUDENT,,2006-03-23,2024-06-05
SYNID0100039424,CA,,other,MALE,,OTHER,81260.0,1968-03-05,1993-10-26
SYNID0100039780,CA,BC,PRINCE GEORGE,FEMALE,Single,12010,77015.0,1997-03-12,2016-11-12
SYNID0100040148,CA,ON,OTTAWA,MALE,Married,RETIRED,,1960-03-12,2014-01-02
SYNID0100040316,CA,ON,BRAMPTON,FEMALE,Married,OTHER,80009.0,1981-06-12,2011-12-29
SYNID0100040454,CA,BC,NANAIMO,FEMALE,Single,STUDENT,22716.0,2005-02-04,2024-06-25
SYNID0100040792,CA,AB,CALGARY,FEMALE,Married,OTHER,114579.0,,2018-04-22
SYNID0100040885,CA,,other,FEMALE,Unknown,RETIRED,13.0,1960-03-10,
SYNID0100040970,CA,ON,NIAGARA FALLS,FEMALE,Single,STUDENT,9.0,2005-03-28,2020-11-29
SYNID0100041064,CA,,other,MALE,,RETIRED,17411.0,1943-06-22,1992-06-01
SYNID0100041327,CA,AB,EDMONTON,FEMALE,Single,STUDENT,58889.0,1989-12-23,2018-02-15
SYNID0100041519,CA,ON,TORONTO,MALE,Unknown,STUDENT,,2003-12-07,2021-03-11
SYNID0100041539,CA,,other,FEMALE,Married,SELF_EMPLOYED,11118.0,1960-07-14,1997-09-30
SYNID0100041876,CA,ON,TORONTO,FEMALE,Unknown,SELF_EMPLOYED,,1967-05-31,2023-06-07
SYNID0100042124,CA,ON,ANCASTER,FEMALE,Married,RETIRED,13110.0,1949-12-25,2000-02-24
SYNID0100042256,CA,AB,CALGARY,,Unknown,12010,53541.0,1973-01-10,2015-01-20
SYNID0100042517,CA,ON,BELLEVILLE,FEMALE,Unknown,RETIRED,18557.0,1958-09-07,2022-02-17
SYNID0100042626,CA,ON,AURORA,FEMALE,Married,0,,1985-09-21,2018-05-23
SYNID0100042902,CA,ON,OSHAWA,,Unknown,RETIRED,6230.0,1940-03-30,1989-01-31
SYNID0100042905,CA,ON,PETERBOROUGH,MALE,Single,OTHER,42612.0,1993-05-14,2016-06-27
SYNID0100043003,CA,ON,TORONTO,FEMALE,Single,UNEMPLOYED,25955.0,,1995-08-05
SYNID0100043540,CA,AB,CALGARY,,Married,95109,101430.0,1991-07-20,2011-01-27
SYNID0100043914,CA,NB,MONCTON,FEMALE,,0,40897.0,1970-05-04,1993-11-06
SYNID0100044500,CA,ON,MARKHAM,MALE,Married,SELF_EMPLOYED,48335.0,1958-12-22,2003-07-27
SYNID0100044704,CA,,other,MALE,Married,OTHER,70819.0,1982-10-09,
SYNID0100045225,CA,,other,FEMALE,Married,10019,56506.0,1994-07-07,2024-02-06
SYNID0100045411,CA,,other,,Married,UNEMPLOYED,,1966-08-12,2009-10-28
SYNID0100045578,CA,AB,EDMONTON,,Unknown,72106,13.0,2004-09-25,2010-07-17
SYNID0100045811,CA,ON,WOODBRIDGE,,Single,11101,28293.0,1991-12-13,2011-02-19
SYNID0100046345,CA,ON,BOLTON,MALE,Single,UNEMPLOYED,18329.0,1998-02-28,2015-05-13
SYNID0100046511,CA,,other,,Married,OTHER,58468.0,1979-06-22,2010-08-03
SYNID0100046583,CA,BC,RICHMOND,FEMALE,Single,RETIRED,8465.0,1956-09-11,2013-02-21
SYNID0100046681,CA,ON,SARNIA,MALE,Single,60030,23146.0,1992-07-30,
SYNID0100046751,CA,,other,MALE,Married,SELF_EMPLOYED,24598.0,1986-09-11,2003-06-02
SYNID0100046933,CA,ON,BELLEVILLE,MALE,Unknown,STUDENT,,2002-05-04,2024-06-13
SYNID0100047082,CA,ON,MISSISSAUGA,MALE,Married,7201,,1974-09-20,2024-05-24
SYNID0100047241,CA,ON,PETERBOROUGH,MALE,Married,OTHER,65812.0,1982-12-22,2000-02-12
SYNID0100047421,CA,,other,,,41200,,2000-07-04,2024-03-09
SYNID0100047746,CA,ON,ARNPRIOR,FEMALE,Single,STUDENT,9.0,2007-10-03,2017-12-29
SYNID0100047852,CA,,other,FEMALE,Married,OTHER,,,2012-03-24
SYNID0100047938,CA,,other,FEMALE,Single,RETIRED,,1958-05-09,2003-10-20
SYNID0100048054,CA,,other,MALE,Married,OTHER,52161.0,1997-01-31,2013-10-05
SYNID0100048110,CA,,other,FEMALE,Married,63100,156619.0,1965-09-03,2005-03-12
SYNID0100048201,CA,ON,TORONTO,FEMALE,Widowed,UNEMPLOYED,14.0,1932-09-21,2001-08-22
SYNID0100048220,CA,,other,,Unknown,STUDENT,,,2024-04-05
SYNID0100048513,CA,NB,SAINT JOHN,FEMALE,Widowed,RETIRED,15275.0,1938-04-11,2004-11-09
SYNID0100048554,CA,ON,STITTSVILLE,,Married,73300,188443.0,1964-04-03,1996-07-16
SYNID0100048602,CA,,other,MALE,Married,RETIRED,35869.0,1960-05-29,1993-03-22
SYNID0100048631,CA,ON,STRATFORD,MALE,Unknown,SELF_EMPLOYED,64350.0,,2022-02-19
SYNID0100048646,CA,ON,TORONTO,,Married,OTHER,36400.0,1987-12-10,2020-12-31
SYNID0100049026,CA,ON,KITCHENER,MALE,Married,95109,102862.0,1967-06-16,1997-01-21
SYNID0100049262,CA,AB,CALGARY,FEMALE,Married,OTHER,56441.0,1991-06-06,2022-05-02
SYNID0100049538,CA,,other,MALE,Single,OTHER,112630.0,1989-06-25,2009-08-01
SYNID0100049761,CA,,other,MALE,Married,UNEMPLOYED,101022.0,1961-12-08,2008-12-02
SYNID0100049825,CA,NS,HALIFAX,MALE,Unknown,STUDENT,,2001-12-24,2024-01-17
SYNID0100050100,CA,ON,TORONTO,MALE,Single,12010,,1993-12-27,2022-11-12
SYNID0100050622,CA,,other,MALE,Single,60010,38351.0,1976-04-09,2018-11-02
SYNID0100050795,CA,,other,FEMALE,Single,RETIRED,13209.0,1946-10-23,1997-05-09
SYNID0100050922,CA,,other,FEMALE,Married,UNEMPLOYED,1602.0,1947-06-06,1993-03-07
SYNID0100051035,CA,,other,FEMALE,,10011,30374.0,1973-05-13,2019-09-06
SYNID0100051037,CA,,other,FEMALE,,OTHER,41441.0,1978-08-03,2019-06-15
SYNID0100051071,CA,ON,NEWMARKET,FEMALE,Married,UNEMPLOYED,2817.0,,2004-03-21
SYNID0100051199,CA,,other,MALE,Single,60010,43455.0,1998-02-16,2007-06-16
SYNID0100051414,CA,ON,BRANTFORD,MALE,,STUDENT,9.0,2002-10-04,2019-02-03
SYNID0100051424,CA,ON,BRAMPTON,,Single,STUDENT,,2004-06-16,2022-12-14
SYNID0100051465,CA,AB,CALGARY,MALE,Married,14100,130122.0,1976-09-03,2008-04-17
SYNID0100052024,CA,,other,FEMALE,Unknown,73300,27337.0,1995-08-18,2019-02-13
SYNID0100052418,CA,,other,FEMALE,Married,RETIRED,19177.0,1955-01-16,1997-10-11
SYNID0100052442,CA,,other,,Unknown,RETIRED,18137.0,1946-11-13,2012-03-01
SYNID0100052942,CA,AB,EDMONTON,FEMALE,Married,RETIRED,21238.0,1943-05-17,1992-09-04
SYNID0100053138,CA,ON,TORONTO,MALE,Single,OTHER,,1989-09-20,2020-05-05
SYNID0100053671,CA,ON,NORTH YORK,MALE,,STUDENT,,,
SYNID0100053896,CA,ON,THORNHILL,FEMALE,Married,UNEMPLOYED,15.0,1947-08-09,2003-07-09
SYNID0100054434,CA,QC,GATINEAU,FEMALE,Single,STUDENT,12728.0,2000-01-07,2021-07-01
SYNID0100054859,CA,ON,BRAMPTON,FEMALE,Married,UNEMPLOYED,,1956-06-06,1998-02-23
SYNID0100054894,CA,,other,MALE,Married,OTHER,29792.0,1970-01-10,2001-01-19
SYNID0100055597,CA,,other,FEMALE,Married,RETIRED,56895.0,1950-05-12,1997-06-06
SYNID0100055665,CA,,other,,Single,STUDENT,11.0,2005-09-28,2021-03-31
SYNID0100055741,CA,ON,WOODSTOCK,FEMALE,Single,OTHER,,1966-07-20,1987-11-16
SYNID0100056156,CA,ON,KANATA,,Married,OTHER,41438.0,1972-03-10,1997-06-25
SYNID0100056283,CA,,other,FEMALE,Single,OTHER,34181.0,1997-05-23,1997-11-30
SYNID0100056875,CA,ON,TORONTO,FEMALE,Single,11100,173713.0,1982-10-16,2019-01-01
SYNID0100057662,CA,,other,FEMALE,Single,63200,10172.0,1996-08-28,2016-03-29
SYNID0100058090,CA,ON,BRAMPTON,MALE,Single,UNEMPLOYED,16633.0,1976-07-07,1996-06-11
SYNID0100058456,CA,BC,VANCOUVER,MALE,Unknown,10019,104385.0,1987-07-14,
SYNID0100058587,CA,ON,HAMILTON,FEMALE,Single,SELF_EMPLOYED,12153.0,1959-06-14,2000-10-31
SYNID0100059315,CA,ON,WINDSOR,MALE,Single,UNEMPLOYED,18833.0,1984-10-30,2013-05-03
SYNID0100059367,CA,,other,FEMALE,Married,UNEMPLOYED,,1983-08-31,2015-05-22
